0 verbose cli /opt/homebrew/Cellar/node/25.6.0/bin/node /opt/homebrew/bin/npm
1496 silly packumentCache corgi:https://registry.npmjs.org/js-yaml set size:undefined disposed:false
1497 http fetch GET 200 https://registry.npmjs.org/lightningcss-darwin-arm64 895ms (cache miss)
1498 silly packumentCache corgi:https://registry.npmjs.org/lightningcss-darwin-arm64 set size:undefined disposed:false
1499 http fetch GET 200 https://registry.npmjs.org/kleur 896ms (cache miss)
1500 silly packumentCache corgi:https://registry.npmjs.org/kleur set size:undefined disposed:false
1501 http fetch GET 200 https://registry.npmjs.org/js-tokens 898ms (cache miss)
1502 silly packumentCache corgi:https://registry.npmjs.org/js-tokens set size:undefined disposed:false
1503 http fetch GET 200 https://registry.npmjs.org/jsc-safe-url 899ms (cache miss)
1504 silly packumentCache corgi:https://registry.npmjs.org/jsc-safe-url set size:undefined disposed:false
1505 http fetch GET 200 https://registry.npmjs.org/jimp-compact 901ms (cache miss)
1506 silly packumentCache corgi:https://registry.npmjs.org/jimp-compact set size:undefined disposed:false
1507 http fetch GET 200 https://registry.npmjs.org/jsesc 904ms (cache miss)
1508 silly packumentCache corgi:https://registry.npmjs.org/jsesc set size:undefined disposed:false
1509 http fetch GET 200 https://registry.npmjs.org/jest-watch-typeahead 906ms (cache miss)
1510 silly packumentCache corgi:https://registry.npmjs.org/jest-watch-typeahead set size:undefined disposed:false
1511 http fetch GET 200 https://registry.npmjs.org/jest-pnp-resolver 910ms (cache miss)
1512 silly packumentCache corgi:https://registry.npmjs.org/jest-pnp-resolver set size:undefined disposed:false
1513 http fetch GET 200 https://registry.npmjs.org/jest-watch-select-projects 914ms (cache miss)
1514 silly packumentCache corgi:https://registry.npmjs.org/jest-watch-select-projects set size:undefined disposed:false
1515 http fetch GET 200 https://registry.npmjs.org/jest-watcher 915ms (cache miss)
1516 silly packumentCache corgi:https://registry.npmjs.org/jest-watcher set size:undefined disposed:false
1517 http fetch GET 200 https://registry.npmjs.org/jsdom 917ms (cache miss)
1518 silly packumentCache corgi:https://registry.npmjs.org/jsdom set size:undefined disposed:false
1519 http fetch GET 200 https://registry.npmjs.org/jest-util 924ms (cache miss)
1520 silly packumentCache corgi:https://registry.npmjs.org/jest-util set size:undefined disposed:false
1521 http fetch GET 200 https://registry.npmjs.org/jest-validate 928ms (cache miss)
1522 silly packumentCache corgi:https://registry.npmjs.org/jest-validate set size:undefined disposed:false
1523 http fetch GET 200 https://registry.npmjs.org/jest-snapshot 935ms (cache miss)
1524 silly packumentCache corgi:https://registry.npmjs.org/jest-snapshot set size:undefined disposed:false
1525 http fetch GET 200 https://registry.npmjs.org/jest-resolve-dependencies 938ms (cache miss)
1526 silly packumentCache corgi:https://registry.npmjs.org/jest-resolve-dependencies set size:undefined disposed:false
1527 http fetch GET 200 https://registry.npmjs.org/jest-runner 939ms (cache miss)
1528 silly packumentCache corgi:https://registry.npmjs.org/jest-runner set size:undefined disposed:false
1529 http fetch GET 200 https://registry.npmjs.org/jest-regex-util 945ms (cache miss)
1530 silly packumentCache corgi:https://registry.npmjs.org/jest-regex-util set size:undefined disposed:false
1531 http fetch GET 200 https://registry.npmjs.org/jest-message-util 947ms (cache miss)
1532 silly packumentCache corgi:https://registry.npmjs.org/jest-message-util set size:undefined disposed:false
1533 http fetch GET 200 https://registry.npmjs.org/jest-mock 949ms (cache miss)
1534 silly packumentCache corgi:https://registry.npmjs.org/jest-mock set size:undefined disposed:false
1535 http fetch GET 200 https://registry.npmjs.org/json-parse-even-better-errors 949ms (cache miss)
1536 silly packumentCache corgi:https://registry.npmjs.org/json-parse-even-better-errors set size:undefined disposed:false
1537 http fetch GET 200 https://registry.npmjs.org/jest-runtime 968ms (cache miss)
1538 silly packumentCache corgi:https://registry.npmjs.org/jest-runtime set size:undefined disposed:false
1539 http fetch GET 200 https://registry.npmjs.org/jest-leak-detector 972ms (cache miss)
1540 silly packumentCache corgi:https://registry.npmjs.org/jest-leak-detector set size:undefined disposed:false
1541 http fetch GET 200 https://registry.npmjs.org/json5 976ms (cache miss)
1542 silly packumentCache corgi:https://registry.npmjs.org/json5 set size:undefined disposed:false
1543 http fetch GET 200 https://registry.npmjs.org/jest-environment-jsdom 978ms (cache miss)
1544 silly packumentCache corgi:https://registry.npmjs.org/jest-environment-jsdom set size:undefined disposed:false
1545 http fetch GET 200 https://registry.npmjs.org/jest-resolve 983ms (cache miss)
1546 silly packumentCache corgi:https://registry.npmjs.org/jest-resolve set size:undefined disposed:false
1547 http fetch GET 200 https://registry.npmjs.org/jest-haste-map 987ms (cache miss)
1548 silly packumentCache corgi:https://registry.npmjs.org/jest-haste-map set size:undefined disposed:false
1549 http fetch GET 200 https://registry.npmjs.org/jest-get-type 988ms (cache miss)
1550 silly packumentCache corgi:https://registry.npmjs.org/jest-get-type set size:undefined disposed:false
1551 http fetch GET 200 https://registry.npmjs.org/jest-docblock 988ms (cache miss)
1552 silly packumentCache corgi:https://registry.npmjs.org/jest-docblock set size:undefined disposed:false
1553 http fetch GET 200 https://registry.npmjs.org/jackspeak 989ms (cache miss)
1554 silly packumentCache corgi:https://registry.npmjs.org/jackspeak set size:undefined disposed:false
1555 http fetch GET 200 https://registry.npmjs.org/isexe 997ms (cache miss)
1556 silly packumentCache corgi:https://registry.npmjs.org/isexe set size:undefined disposed:false
1557 http fetch GET 200 https://registry.npmjs.org/jest-changed-files 999ms (cache miss)
1558 silly packumentCache corgi:https://registry.npmjs.org/jest-changed-files set size:undefined disposed:false
1559 http fetch GET 200 https://registry.npmjs.org/jest-each 1004ms (cache miss)
1560 silly packumentCache corgi:https://registry.npmjs.org/jest-each set size:undefined disposed:false
1561 http fetch GET 200 https://registry.npmjs.org/jest-matcher-utils 1007ms (cache miss)
1562 silly packumentCache corgi:https://registry.npmjs.org/jest-matcher-utils set size:undefined disposed:false
1563 http fetch GET 200 https://registry.npmjs.org/istanbul-lib-source-maps 1012ms (cache miss)
1564 silly packumentCache corgi:https://registry.npmjs.org/istanbul-lib-source-maps set size:undefined disposed:false
1565 http fetch GET 200 https://registry.npmjs.org/istanbul-lib-report 1013ms (cache miss)
1566 silly packumentCache corgi:https://registry.npmjs.org/istanbul-lib-report set size:undefined disposed:false
1567 http fetch GET 200 https://registry.npmjs.org/istanbul-reports 1017ms (cache miss)
1568 silly packumentCache corgi:https://registry.npmjs.org/istanbul-reports set size:undefined disposed:false
1569 http fetch GET 200 https://registry.npmjs.org/is-potential-custom-element-name 1032ms (cache miss)
1570 silly packumentCache corgi:https://registry.npmjs.org/is-potential-custom-element-name set size:undefined disposed:false
1571 http fetch GET 200 https://registry.npmjs.org/jest-diff 1037ms (cache miss)
1572 silly packumentCache corgi:https://registry.npmjs.org/jest-diff set size:undefined disposed:false
1573 http fetch GET 200 https://registry.npmjs.org/is-number 1037ms (cache miss)
1574 silly packumentCache corgi:https://registry.npmjs.org/is-number set size:undefined disposed:false
1575 http fetch GET 200 https://registry.npmjs.org/istanbul-lib-coverage 1040ms (cache miss)
1576 silly packumentCache corgi:https://registry.npmjs.org/istanbul-lib-coverage set size:undefined disposed:false
1577 http fetch GET 200 https://registry.npmjs.org/istanbul-lib-instrument 1042ms (cache miss)
1578 silly packumentCache corgi:https://registry.npmjs.org/istanbul-lib-instrument set size:undefined disposed:false
1579 http fetch GET 200 https://registry.npmjs.org/jest-expo 1044ms (cache miss)
1580 silly packumentCache corgi:https://registry.npmjs.org/jest-expo set size:undefined disposed:false
1581 http fetch GET 200 https://registry.npmjs.org/is-generator-fn 1046ms (cache miss)
1582 silly packumentCache corgi:https://registry.npmjs.org/is-generator-fn set size:undefined disposed:false
1583 http fetch GET 200 https://registry.npmjs.org/is-wsl 1046ms (cache miss)
1584 silly packumentCache corgi:https://registry.npmjs.org/is-wsl set size:undefined disposed:false
1585 http fetch GET 200 https://registry.npmjs.org/is-docker 1050ms (cache miss)
1586 silly packumentCache corgi:https://registry.npmjs.org/is-docker set size:undefined disposed:false
1587 http fetch GET 200 https://registry.npmjs.org/inherits 1050ms (cache miss)
1588 silly packumentCache corgi:https://registry.npmjs.org/inherits set size:undefined disposed:false
1589 http fetch GET 200 https://registry.npmjs.org/is-core-module 1050ms (cache miss)
1590 silly packumentCache corgi:https://registry.npmjs.org/is-core-module set size:undefined disposed:false
1591 http fetch GET 200 https://registry.npmjs.org/is-fullwidth-code-point 1052ms (cache miss)
1592 silly packumentCache corgi:https://registry.npmjs.org/is-fullwidth-code-point set size:undefined disposed:false
1593 http fetch GET 200 https://registry.npmjs.org/inflight 1052ms (cache miss)
1594 silly packumentCache corgi:https://registry.npmjs.org/inflight set size:undefined disposed:false
1595 http fetch GET 200 https://registry.npmjs.org/invariant 1052ms (cache miss)
1596 silly packumentCache corgi:https://registry.npmjs.org/invariant set size:undefined disposed:false
1597 http fetch GET 200 https://registry.npmjs.org/ieee754 1053ms (cache miss)
1598 silly packumentCache corgi:https://registry.npmjs.org/ieee754 set size:undefined disposed:false
1599 http fetch GET 200 https://registry.npmjs.org/jest 1056ms (cache miss)
1600 silly packumentCache corgi:https://registry.npmjs.org/jest set size:undefined disposed:false
1601 http fetch GET 200 https://registry.npmjs.org/indent-string 1056ms (cache miss)
1602 silly packumentCache corgi:https://registry.npmjs.org/indent-string set size:undefined disposed:false
1603 http fetch GET 200 https://registry.npmjs.org/jest-environment-node 1058ms (cache miss)
1604 silly packumentCache corgi:https://registry.npmjs.org/jest-environment-node set size:undefined disposed:false
1605 http fetch GET 200 https://registry.npmjs.org/is-arrayish 1057ms (cache miss)
1606 silly packumentCache corgi:https://registry.npmjs.org/is-arrayish set size:undefined disposed:false
1607 http fetch GET 200 https://registry.npmjs.org/ini 1058ms (cache miss)
1608 silly packumentCache corgi:https://registry.npmjs.org/ini set size:undefined disposed:false
1609 http fetch GET 200 https://registry.npmjs.org/imurmurhash 1058ms (cache miss)
1610 silly packumentCache corgi:https://registry.npmjs.org/imurmurhash set size:undefined disposed:false
1611 http fetch GET 200 https://registry.npmjs.org/import-local 1058ms (cache miss)
1612 silly packumentCache corgi:https://registry.npmjs.org/import-local set size:undefined disposed:false
1613 http fetch GET 200 https://registry.npmjs.org/is-stream 1061ms (cache miss)
1614 silly packumentCache corgi:https://registry.npmjs.org/is-stream set size:undefined disposed:false
1615 http fetch GET 200 https://registry.npmjs.org/https-proxy-agent 1060ms (cache miss)
1616 silly packumentCache corgi:https://registry.npmjs.org/https-proxy-agent set size:undefined disposed:false
1617 http fetch GET 200 https://registry.npmjs.org/jest-config 1064ms (cache miss)
1618 silly packumentCache corgi:https://registry.npmjs.org/jest-config set size:undefined disposed:false
1619 http fetch GET 200 https://registry.npmjs.org/iconv-lite 1064ms (cache miss)
1620 silly packumentCache corgi:https://registry.npmjs.org/iconv-lite set size:undefined disposed:false
1621 http fetch GET 200 https://registry.npmjs.org/inline-style-prefixer 1068ms (cache miss)
1622 silly packumentCache corgi:https://registry.npmjs.org/inline-style-prefixer set size:undefined disposed:false
1623 http fetch GET 200 https://registry.npmjs.org/ignore 1070ms (cache miss)
1624 silly packumentCache corgi:https://registry.npmjs.org/ignore set size:undefined disposed:false
1625 http fetch GET 200 https://registry.npmjs.org/jest-cli 1073ms (cache miss)
1626 silly packumentCache corgi:https://registry.npmjs.org/jest-cli set size:undefined disposed:false
1627 http fetch GET 200 https://registry.npmjs.org/http-proxy-agent 1075ms (cache miss)
1628 silly packumentCache corgi:https://registry.npmjs.org/http-proxy-agent set size:undefined disposed:false
1629 http fetch GET 200 https://registry.npmjs.org/hyphenate-style-name 1076ms (cache miss)
1630 silly packumentCache corgi:https://registry.npmjs.org/hyphenate-style-name set size:undefined disposed:false
1631 http fetch GET 200 https://registry.npmjs.org/jest-circus 1078ms (cache miss)
1632 silly packumentCache corgi:https://registry.npmjs.org/jest-circus set size:undefined disposed:false
1633 http fetch GET 200 https://registry.npmjs.org/hermes-estree 1079ms (cache miss)
1634 silly packumentCache corgi:https://registry.npmjs.org/hermes-estree set size:undefined disposed:false
1635 http fetch GET 200 https://registry.npmjs.org/has-symbols 1080ms (cache miss)
